Orthogroup	Acaulospora-colombiana-protein	Acaulospora-morrowiae-protein	Ambispora-gerdemannii-protein	Ambispora-leptoticha-protein	Cetraspora-pellucida-protein	Claroideoglomus-candidum-CCK-protein	Claroideoglomus-lamellosum-protein	Dentiscutata-heterogama-protein	Diversispora-eburnea-protein	Diversispora-epigaea-protein	Diversispora-erythropus-protein	Funneliformis-caledonium-protein	Funneliformis-mosseae-protein	Geosiphon-pyriformis-protein	Gigaspora-margarita-BEG34-protein	Gigaspora-rosea-FL-protein	Innospora-majewskii-protein	Paraglomus-brasilianum-protein	Paroglomus-occultum-protein	Racocetra-persica-protein	Rhizophagus-cerebriforme-protein	Rhizophagus-clarus-protein	Rhizophagus-diaphanus-protein	Rhizophagus-fulgida-protein	Rhizophagus-irregularis-protein	Scutellospora-calospora-protein	Septoglomus-turnauae-protein	Total
OG0006216	1	1	0	0	1	1	2	0	1	1	1	1	1	0	2	0	1	1	1	1	1	1	1	1	1	1	1	24
OG0006217	2	2	1	2	0	0	1	1	2	2	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	24
OG0006218	1	1	0	0	1	2	1	1	2	1	2	1	1	0	1	1	0	0	0	2	1	1	1	0	1	1	1	24
OG0006219	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	24
OG0006220	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0006221	1	1	1	2	0	0	0	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006222	1	1	1	1	0	1	1	0	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006223	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	24
OG0006224	1	1	1	1	0	0	0	1	1	1	2	1	1	1	0	1	1	1	1	1	1	2	1	1	1	0	1	24
OG0006225	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	24
OG0006226	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006227	1	1	0	0	2	1	1	1	0	1	1	2	2	0	1	0	0	0	0	0	2	0	1	1	3	1	2	24
OG0006228	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	24
OG0006229	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006230	2	2	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0006231	1	1	1	1	0	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	0	1	24
OG0006232	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	0	1	0	1	24
OG0006233	1	1	1	1	0	1	1	0	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	24
OG0006234	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006235	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006236	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	0	0	0	2	1	1	1	1	1	0	1	24
OG0006237	1	1	1	1	0	2	2	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	24
OG0006238	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006239	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006240	1	1	1	2	1	1	2	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	24
OG0006241	1	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	24
OG0006242	1	1	1	1	0	1	1	0	0	0	1	1	1	1	3	1	1	1	2	1	1	1	1	0	1	0	1	24
OG0006243	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	2	1	1	1	1	1	0	1	24
OG0006244	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	2	1	2	1	0	1	24
OG0006245	1	1	0	1	0	2	2	0	1	1	2	1	1	3	1	1	0	0	0	0	1	1	1	1	1	0	1	24
OG0006246	1	0	0	0	1	0	0	1	0	0	1	2	2	0	1	1	0	0	0	2	2	2	2	1	2	1	2	24
OG0006247	2	1	1	1	0	1	2	0	1	1	2	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	24
OG0006248	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	0	1	0	1	24
OG0006249	1	1	1	1	0	1	1	0	1	1	1	2	1	0	1	0	1	1	1	2	1	1	1	1	1	0	1	24
OG0006250	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006251	1	0	0	1	1	1	2	0	1	2	1	2	2	2	1	0	0	0	0	1	1	1	1	1	1	0	1	24
OG0006252	1	1	1	1	0	1	2	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	24
OG0006253	2	3	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	2	1	1	0	1	24
OG0006254	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	24
OG0006255	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	2	1	1	1	1	1	1	1	2	0	1	24
OG0006256	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	24
OG0006257	1	2	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	24
OG0006258	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	2	0	0	0	7	1	1	1	0	0	0	1	24
OG0006259	1	1	1	1	0	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	0	1	24
OG0006260	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	24
OG0006261	1	2	0	0	0	0	0	0	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0006262	1	0	0	0	0	0	0	2	0	0	9	0	0	0	2	4	0	0	0	3	0	0	0	2	0	1	0	24
OG0006263	1	3	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	24
OG0006264	1	0	1	0	1	2	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	24
OG0006265	1	1	0	0	1	1	2	2	1	1	1	2	1	0	1	0	0	0	0	1	1	1	1	1	1	2	1	24
OG0006266	1	1	1	2	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	2	0	24
OG0006267	1	1	1	1	0	1	2	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006268	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	24
OG0006269	1	2	1	0	1	0	0	1	1	2	1	0	0	1	4	1	1	1	1	2	0	0	0	1	0	2	0	24
OG0006270	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	24
OG0006271	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0006272	1	2	0	0	1	1	1	1	1	1	1	1	1	1	3	0	0	1	1	1	1	1	1	0	1	0	1	24
OG0006273	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006274	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	24
OG0006275	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	2	24
OG0006276	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	24
OG0006277	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	24
OG0006278	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	24
OG0006279	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006280	1	2	1	1	2	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	24
OG0006281	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	24
OG0006282	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006283	1	1	1	1	2	1	1	0	0	2	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	24
OG0006284	1	2	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	2	1	1	1	0	1	24
OG0006285	1	3	0	1	1	0	1	1	1	1	2	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	24
OG0006286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	24
OG0006287	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	24
OG0006288	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006289	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	0	1	1	1	0	24
OG0006290	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	3	24
OG0006291	2	1	1	0	0	1	1	1	1	1	1	1	0	0	2	0	1	2	1	1	1	1	1	1	1	0	1	24
OG0006292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	2	1	0	1	0	1	24
OG0006293	1	2	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	2	24
OG0006294	2	5	0	0	0	0	0	1	1	2	1	0	0	1	1	0	2	1	1	1	1	1	1	0	1	0	1	24
OG0006295	1	2	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	2	1	0	1	24
OG0006296	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	2	24
OG0006297	2	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	24
OG0006298	1	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	24
OG0006299	1	1	1	1	0	1	2	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	24
OG0006300	1	1	0	0	1	2	2	0	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	0	1	0	1	24
OG0006301	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	24
OG0006302	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	2	1	1	0	24
OG0006303	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	24
OG0006304	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	0	1	1	2	1	1	0	1	24
OG0006305	1	1	1	1	1	1	1	0	2	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	2	1	0	1	0	1	24
OG0006307	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	0	1	0	1	24
OG0006308	1	2	1	1	0	2	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	24
OG0006309	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	3	1	1	1	1	1	0	1	24
OG0006310	1	1	0	1	0	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	2	1	1	0	1	0	1	24
OG0006311	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	2	1	1	0	1	1	1	1	0	1	2	1	24
OG0006312	1	1	0	0	1	2	2	1	0	0	1	1	1	0	1	0	1	0	2	2	2	1	1	1	1	0	1	24
OG0006313	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006314	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	2	24
OG0006315	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006316	1	1	1	1	1	1	1	0	1	1	1	0	0	1	2	1	1	1	1	1	1	2	1	0	1	0	1	24
OG0006317	1	0	1	1	0	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006318	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006319	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	24
OG0006320	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	3	1	1	1	24
OG0006321	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	2	0	2	1	1	1	1	1	0	1	24
OG0006322	1	1	1	1	0	0	0	1	1	1	1	2	2	1	3	0	1	1	1	0	1	0	1	1	1	0	1	24
OG0006323	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	1	0	1	24
OG0006324	1	2	1	1	1	2	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	24
OG0006325	1	1	0	0	1	0	0	1	0	1	2	2	2	1	2	0	0	0	0	2	1	1	1	2	1	0	2	24
OG0006326	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006327	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006328	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	24
OG0006329	1	1	1	1	0	2	2	0	1	1	2	1	2	1	1	0	1	0	0	1	1	0	1	0	2	0	1	24
OG0006330	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	24
OG0006331	1	1	1	1	1	1	2	0	1	1	2	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	24
OG0006332	1	1	1	1	0	1	1	1	0	0	6	1	2	0	1	1	0	0	0	1	1	1	0	0	1	1	1	24
OG0006333	1	1	1	1	0	0	1	1	1	1	2	1	1	2	1	1	0	2	1	1	1	1	0	0	1	0	1	24
OG0006334	1	1	1	1	2	1	1	0	0	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	24
OG0006335	1	1	0	0	2	0	0	0	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	24
OG0006336	1	1	1	1	0	1	2	1	1	1	1	1	1	0	1	1	2	1	1	0	1	1	1	0	1	0	1	24
OG0006337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	24
OG0006338	1	1	1	0	1	2	2	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	2	24
OG0006339	2	2	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	24
OG0006340	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	24
OG0006341	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0006342	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006343	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	24
OG0006344	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	24
OG0006345	1	3	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	24
OG0006346	3	2	2	1	1	1	2	1	1	1	2	0	0	1	1	2	0	0	0	1	1	0	0	0	0	1	0	24
OG0006347	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	24
OG0006348	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006349	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	2	1	1	1	1	1	1	2	24
OG0006350	1	1	1	2	1	0	1	0	1	1	1	0	0	1	1	1	1	2	2	2	1	0	1	0	0	1	1	24
OG0006351	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	24
OG0006352	1	1	1	1	1	1	1	1	0	1	1	1	1	0	2	0	0	1	2	0	1	1	1	1	1	1	1	24
OG0006353	1	1	1	1	0	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	24
OG0006354	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0006355	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006356	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	24
OG0006357	2	1	0	0	0	1	3	0	0	1	1	1	1	0	2	1	0	0	0	1	1	1	2	1	1	1	2	24
OG0006358	1	1	0	1	0	1	1	0	1	2	1	1	1	2	4	0	1	1	1	0	1	1	1	0	1	0	0	24
OG0006359	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006360	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006361	1	2	2	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	24
OG0006362	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	24
OG0006363	1	0	0	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006364	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	24
OG0006365	1	2	0	0	1	1	1	1	1	1	2	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	2	24
OG0006366	1	2	1	1	0	2	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006367	1	0	0	0	0	1	1	0	1	1	1	0	1	0	3	1	5	1	1	0	1	1	1	0	1	0	2	24
OG0006368	1	1	1	1	0	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	24
OG0006369	1	0	1	1	0	1	2	1	0	0	1	2	2	1	1	0	0	1	1	1	3	1	1	0	1	0	1	24
OG0006370	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	24
OG0006371	1	1	1	1	0	1	2	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	2	24
OG0006372	1	1	0	0	0	1	1	1	1	1	1	1	1	0	2	1	1	1	1	2	1	1	1	1	1	0	1	24
OG0006373	1	1	1	1	0	2	2	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	24
OG0006374	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	24
OG0006375	1	2	1	1	0	0	2	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	0	1	0	0	24
OG0006376	1	2	1	1	0	0	0	1	1	2	1	1	1	0	1	1	1	1	1	0	1	2	1	2	0	0	1	24
OG0006377	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	2	1	1	1	1	24
OG0006378	1	0	0	0	1	0	0	0	0	0	4	1	1	0	1	0	0	0	0	1	3	4	4	0	2	0	1	24
OG0006379	1	3	1	2	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	24
OG0006380	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	2	24
OG0006381	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	0	1	2	1	1	1	1	0	1	0	1	24
OG0006382	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	2	2	2	1	1	0	1	0	1	0	2	24
OG0006383	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	0	1	24
OG0006384	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006385	1	1	0	0	1	0	2	0	1	2	1	1	2	0	2	1	0	0	0	1	1	1	2	0	2	1	1	24
OG0006386	1	3	0	2	1	1	2	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	24
OG0006387	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	24
OG0006388	1	1	1	1	0	2	2	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	2	24
OG0006389	1	1	1	1	1	1	0	0	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	0	1	24
OG0006390	1	1	1	1	0	1	3	1	1	1	1	1	0	0	3	0	2	1	1	0	1	0	1	0	1	0	1	24
OG0006391	1	1	1	2	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	24
OG0006392	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	24
OG0006393	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	1	1	1	0	1	24
OG0006394	1	1	0	0	0	0	1	1	1	1	1	2	2	0	1	1	1	1	1	1	1	1	1	1	1	2	0	24
OG0006395	1	1	0	1	0	1	1	1	1	1	2	1	1	1	1	0	0	0	0	2	1	0	1	3	1	1	1	24
OG0006396	1	1	1	1	0	1	2	0	1	0	2	1	1	1	2	0	1	1	0	1	1	2	1	0	1	0	1	24
OG0006397	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	2	24
OG0006398	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	24
OG0006399	2	2	0	0	0	1	2	2	1	1	1	1	1	0	1	1	0	0	0	1	1	2	1	1	1	0	1	24
OG0006400	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006401	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	24
OG0006402	1	1	1	1	0	2	3	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	24
OG0006403	1	1	0	0	0	1	1	0	2	2	1	1	1	0	2	0	1	1	1	1	1	2	1	0	1	1	1	24
OG0006404	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006405	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	24
OG0006406	1	2	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006407	1	1	1	1	1	1	2	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006408	1	2	0	0	0	0	0	1	1	1	1	2	2	0	1	0	0	0	0	1	1	2	2	1	2	1	2	24
OG0006409	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	0	0	24
OG0006410	2	1	1	1	0	0	1	0	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006411	2	0	1	2	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006412	1	0	1	1	1	1	1	0	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006413	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	0	1	1	1	24
OG0006414	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	24
OG0006415	1	0	1	1	1	0	0	1	1	1	1	1	1	3	1	1	1	1	1	0	1	1	1	0	1	0	2	24
OG0006416	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	2	1	1	1	0	1	1	1	24
OG0006417	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006418	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	24
OG0006419	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0006420	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	24
OG0006421	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	24
OG0006422	2	0	1	1	1	1	1	0	0	0	1	1	1	0	2	1	1	1	1	1	1	1	1	2	1	0	1	24
OG0006423	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006424	1	1	0	7	0	0	0	0	5	0	2	0	0	0	4	0	2	2	0	0	0	0	0	0	0	0	0	24
OG0006425	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	24
OG0006426	1	1	1	1	0	2	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006427	1	5	0	0	1	1	0	1	0	0	1	1	1	0	2	2	0	0	0	1	1	1	1	1	1	1	1	24
OG0006428	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	24
OG0006429	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	24
OG0006430	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	24
OG0006431	1	1	1	1	0	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	24
OG0006432	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	2	24
OG0006433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	24
